timestamp,Open,High,Low,Close,Volume
2025-07-13T15:00:00Z,62300.0,62600.0,61800.0,62500.0,13563846
2025-07-14T15:00:00Z,62300.0,63800.0,62000.0,63700.0,18442202
2025-07-15T15:00:00Z,63700.0,64700.0,63100.0,64700.0,23042660
2025-07-16T15:00:00Z,65900.0,66800.0,64400.0,66700.0,39448683
2025-07-17T15:00:00Z,67000.0,67800.0,66300.0,67100.0,23951531
2025-07-20T15:00:00Z,67400.0,68800.0,67200.0,67800.0,17723148
2025-07-21T15:00:00Z,68100.0,68500.0,65600.0,66000.0,20829006
2025-07-22T15:00:00Z,66200.0,66500.0,64900.0,66400.0,15687058
2025-07-23T15:00:00Z,66500.0,66800.0,65900.0,66000.0,12660193
2025-07-24T15:00:00Z,65700.0,66300.0,65500.0,65900.0,8080910
2025-07-27T15:00:00Z,68200.0,70400.0,67200.0,70400.0,35332500
2025-07-28T15:00:00Z,70800.0,70800.0,68800.0,70600.0,28190940
2025-07-29T15:00:00Z,71000.0,73700.0,70600.0,72600.0,34761444
2025-07-30T15:00:00Z,73000.0,74000.0,71000.0,71400.0,26568072
2025-07-31T15:00:00Z,70200.0,72000.0,68800.0,68900.0,24038534
2025-08-03T15:00:00Z,69500.0,70200.0,68700.0,69700.0,14780072
2025-08-04T15:00:00Z,71000.0,71500.0,69700.0,69900.0,14392903
2025-08-05T15:00:00Z,69200.0,69400.0,68300.0,68800.0,12542415
2025-08-06T15:00:00Z,70800.0,71000.0,69700.0,70500.0,15008213
2025-08-07T15:00:00Z,71000.0,72400.0,70700.0,71800.0,22241128
2025-08-10T15:00:00Z,72000.0,72100.0,70800.0,71000.0,11354253
2025-08-11T15:00:00Z,71100.0,72400.0,71100.0,71100.0,15797656
2025-08-12T15:00:00Z,71900.0,72100.0,71400.0,71900.0,12305742
2025-08-13T15:00:00Z,71900.0,71900.0,71200.0,71600.0,11946122
2025-08-17T15:00:00Z,71100.0,71200.0,70000.0,70000.0,13595591
2025-08-18T15:00:00Z,70400.0,70700.0,69700.0,70000.0,10533082
2025-08-19T15:00:00Z,70100.0,70700.0,69400.0,70500.0,17445516
2025-08-20T15:00:00Z,71500.0,71900.0,70600.0,70600.0,18843833
2025-08-21T15:00:00Z,71700.0,71800.0,70800.0,71400.0,9277432
2025-08-24T15:00:00Z,71700.0,71800.0,71000.0,71500.0,10345178
2025-08-25T15:00:00Z,70800.0,71100.0,70300.0,70300.0,14712519
2025-08-26T15:00:00Z,70100.0,70900.0,69800.0,70600.0,10523405
2025-08-27T15:00:00Z,70100.0,70400.0,69600.0,69600.0,11578024
2025-08-28T15:00:00Z,70100.0,70500.0,69700.0,69700.0,11682267
2025-08-31T15:00:00Z,68400.0,68600.0,67500.0,67600.0,12002343
2025-09-01T15:00:00Z,67800.0,69500.0,67800.0,69100.0,10604028
2025-09-02T15:00:00Z,69200.0,69800.0,68800.0,69800.0,10283009
2025-09-03T15:00:00Z,69500.0,70100.0,69300.0,70100.0,12284414
2025-09-04T15:00:00Z,70300.0,70400.0,69500.0,69500.0,11526724
2025-09-07T15:00:00Z,69800.0,70500.0,69600.0,70100.0,9263135
2025-09-08T15:00:00Z,70100.0,71500.0,70000.0,71500.0,14870245
2025-09-09T15:00:00Z,71800.0,72800.0,71600.0,72600.0,21928565
2025-09-10T15:00:00Z,73200.0,73600.0,72100.0,73400.0,20793501
2025-09-11T15:00:00Z,74600.0,75600.0,74200.0,75400.0,28219678
2025-09-14T15:00:00Z,77200.0,77600.0,75900.0,76500.0,19908805
2025-09-15T15:00:00Z,76900.0,79500.0,76700.0,79400.0,28218265
2025-09-16T15:00:00Z,79100.0,79100.0,77100.0,78200.0,20856317
2025-09-17T15:00:00Z,79100.0,80500.0,78600.0,80300.0,25619035
2025-09-21T15:00:00Z,81500.0,84000.0,81100.0,83500.0,27529656
2025-09-22T15:00:00Z,85800.0,85900.0,83600.0,84700.0,23610263
2025-09-23T15:00:00Z,84200.0,85500.0,83700.0,85400.0,18300997
2025-09-24T15:00:00Z,84400.0,86200.0,84100.0,86100.0,19665151
2025-09-25T15:00:00Z,85000.0,85300.0,82400.0,83300.0,24071193
2025-09-28T15:00:00Z,83300.0,85000.0,83200.0,84200.0,13069094
2025-09-29T15:00:00Z,84600.0,84900.0,83400.0,83900.0,16319061
2025-09-30T15:00:00Z,84900.0,86200.0,84700.0,86000.0,22039361
2025-10-01T15:00:00Z,89300.0,90300.0,88700.0,89750.0,49883028
2025-10-09T15:00:00Z,94000.0,94500.0,92700.0,94400.0,35269748
2025-10-12T15:00:00Z,91300.0,93400.0,90700.0,93300.0,25393224
2025-10-13T00:00:00Z,91300.0,91400.0,91100.0,91200.0,0
2025-10-13T00:01:00Z,91300.0,91300.0,90900.0,90900.0,384502
2025-10-13T00:02:00Z,90900.0,91100.0,90900.0,91000.0,244145
2025-10-13T00:03:00Z,90900.0,91000.0,90700.0,90900.0,187051
2025-10-13T00:04:00Z,90900.0,91000.0,90700.0,90900.0,200304
2025-10-13T00:05:00Z,90900.0,91200.0,90900.0,91200.0,177445
2025-10-13T00:06:00Z,91100.0,91300.0,91000.0,91200.0,150858
2025-10-13T00:07:00Z,91200.0,91300.0,91000.0,91100.0,196165
2025-10-13T00:08:00Z,91000.0,91200.0,91000.0,91000.0,89677
2025-10-13T00:09:00Z,91100.0,91200.0,90900.0,91000.0,138147
2025-10-13T00:10:00Z,91000.0,91200.0,91000.0,91200.0,88212
2025-10-13T00:11:00Z,91200.0,91300.0,91100.0,91300.0,74262
2025-10-13T00:12:00Z,91300.0,91500.0,91200.0,91500.0,94534
2025-10-13T00:13:00Z,91400.0,91600.0,91300.0,91500.0,133023
2025-10-13T00:14:00Z,91500.0,91700.0,91500.0,91600.0,145095
2025-10-13T00:15:00Z,91600.0,91800.0,91600.0,91800.0,117017
2025-10-13T00:16:00Z,91800.0,91900.0,91600.0,91900.0,128039
2025-10-13T00:17:00Z,91900.0,92000.0,91800.0,92000.0,190615
2025-10-13T00:18:00Z,92000.0,92000.0,91600.0,91800.0,192457
2025-10-13T00:19:00Z,91800.0,91800.0,91500.0,91700.0,146132
2025-10-13T00:20:00Z,91700.0,91800.0,91600.0,91800.0,99335
2025-10-13T00:21:00Z,91800.0,91800.0,91600.0,91800.0,136784
2025-10-13T00:22:00Z,91800.0,91800.0,91600.0,91700.0,77903
2025-10-13T00:23:00Z,91700.0,91700.0,91500.0,91600.0,134395
2025-10-13T00:24:00Z,91600.0,91700.0,91500.0,91600.0,195341
2025-10-13T00:25:00Z,91600.0,91700.0,91500.0,91600.0,115871
2025-10-13T00:26:00Z,91600.0,91600.0,91200.0,91200.0,311866
2025-10-13T00:27:00Z,91300.0,91300.0,91100.0,91200.0,190374
2025-10-13T00:28:00Z,91200.0,91300.0,91100.0,91100.0,72608
2025-10-13T00:29:00Z,91200.0,91300.0,91100.0,91300.0,83550
2025-10-13T00:30:00Z,91300.0,91300.0,91200.0,91200.0,37375
2025-10-13T00:31:00Z,91300.0,91500.0,91200.0,91500.0,96354
2025-10-13T00:32:00Z,91400.0,91500.0,91300.0,91500.0,54946
2025-10-13T00:33:00Z,91500.0,91500.0,91400.0,91500.0,43069
2025-10-13T00:34:00Z,91500.0,91500.0,91400.0,91500.0,30079
2025-10-13T00:35:00Z,91500.0,91800.0,91400.0,91800.0,66863
2025-10-13T00:36:00Z,91700.0,92000.0,91700.0,92000.0,127681
2025-10-13T00:37:00Z,92000.0,92000.0,91500.0,91700.0,156062
2025-10-13T00:38:00Z,91700.0,91700.0,91500.0,91600.0,30931
2025-10-13T00:39:00Z,91700.0,91800.0,91600.0,91800.0,76006
2025-10-13T00:40:00Z,91700.0,91800.0,91700.0,91800.0,43144
2025-10-13T00:41:00Z,91800.0,91800.0,91600.0,91800.0,65244
2025-10-13T00:42:00Z,91800.0,91800.0,91700.0,91800.0,75726
2025-10-13T00:43:00Z,91750.0,91900.0,91700.0,91700.0,68284
2025-10-13T00:44:00Z,91800.0,91900.0,91700.0,91900.0,25364
2025-10-13T00:45:00Z,91800.0,92000.0,91800.0,92000.0,47833
2025-10-13T00:46:00Z,92000.0,92000.0,91900.0,91900.0,33971
2025-10-13T00:47:00Z,92000.0,92200.0,91900.0,92100.0,158011
2025-10-13T00:48:00Z,92200.0,92200.0,91900.0,91900.0,157158
2025-10-13T00:49:00Z,91900.0,92200.0,91900.0,92200.0,122594
2025-10-13T00:50:00Z,92200.0,92200.0,92000.0,92150.0,94002
2025-10-13T00:51:00Z,92150.0,92300.0,92100.0,92200.0,40997
2025-10-13T00:52:00Z,92300.0,92400.0,92200.0,92300.0,114061
2025-10-13T00:53:00Z,92300.0,92400.0,92100.0,92300.0,197837
2025-10-13T00:54:00Z,92300.0,92400.0,92200.0,92300.0,76859
2025-10-13T00:55:00Z,92300.0,92400.0,92200.0,92400.0,55970
2025-10-13T00:56:00Z,92400.0,92500.0,92300.0,92500.0,58540
2025-10-13T00:57:00Z,92500.0,92600.0,92400.0,92500.0,113607
2025-10-13T00:58:00Z,92500.0,92600.0,92400.0,92550.0,69593
2025-10-13T00:59:00Z,92550.0,92600.0,92400.0,92550.0,90063
2025-10-13T01:00:00Z,92500.0,92600.0,92500.0,92600.0,27107
2025-10-13T01:01:00Z,92600.0,92700.0,92500.0,92600.0,104730
2025-10-13T01:02:00Z,92500.0,92700.0,92400.0,92600.0,175594
2025-10-13T01:03:00Z,92600.0,92600.0,92400.0,92500.0,95885
2025-10-13T01:04:00Z,92600.0,92600.0,92400.0,92500.0,92294
2025-10-13T01:05:00Z,92450.0,92500.0,92300.0,92300.0,73956
2025-10-13T01:06:00Z,92400.0,92500.0,92300.0,92500.0,71325
2025-10-13T01:07:00Z,92500.0,92500.0,92200.0,92300.0,65026
2025-10-13T01:08:00Z,92300.0,92400.0,92200.0,92300.0,67080
2025-10-13T01:09:00Z,92300.0,92400.0,92200.0,92300.0,32678
2025-10-13T01:10:00Z,92200.0,92300.0,92200.0,92300.0,29547
2025-10-13T01:11:00Z,92300.0,92400.0,92200.0,92300.0,49854
2025-10-13T01:12:00Z,92300.0,92400.0,92200.0,92300.0,27280
2025-10-13T01:13:00Z,92200.0,92400.0,92200.0,92350.0,32055
2025-10-13T01:14:00Z,92350.0,92500.0,92300.0,92400.0,69696
2025-10-13T01:15:00Z,92400.0,92600.0,92400.0,92500.0,28117
2025-10-13T01:16:00Z,92400.0,92700.0,92400.0,92650.0,54251
2025-10-13T01:17:00Z,92600.0,92800.0,92600.0,92800.0,35015
2025-10-13T01:18:00Z,92800.0,92900.0,92700.0,92800.0,42602
2025-10-13T01:19:00Z,92750.0,92900.0,92700.0,92800.0,23625
2025-10-13T01:20:00Z,92800.0,92900.0,92700.0,92900.0,78638
2025-10-13T01:21:00Z,92900.0,92900.0,92700.0,92800.0,98484
2025-10-13T01:22:00Z,92800.0,92900.0,92700.0,92900.0,41762
2025-10-13T01:23:00Z,92800.0,92900.0,92600.0,92700.0,84781
2025-10-13T01:24:00Z,92700.0,92700.0,92600.0,92600.0,18466
2025-10-13T01:25:00Z,92700.0,92700.0,92500.0,92600.0,38178
2025-10-13T01:26:00Z,92600.0,92700.0,92500.0,92700.0,52619
2025-10-13T01:27:00Z,92700.0,92700.0,92600.0,92700.0,9719
2025-10-13T01:28:00Z,92700.0,92700.0,92600.0,92650.0,23370
2025-10-13T01:29:00Z,92650.0,92700.0,92500.0,92700.0,80692
2025-10-13T01:30:00Z,92700.0,92700.0,92500.0,92700.0,6901
2025-10-13T01:31:00Z,92600.0,92700.0,92500.0,92600.0,95471
2025-10-13T01:32:00Z,92600.0,92700.0,92500.0,92600.0,37613
2025-10-13T01:33:00Z,92600.0,92700.0,92500.0,92600.0,49594
2025-10-13T01:34:00Z,92600.0,92600.0,92400.0,92500.0,68482
2025-10-13T01:35:00Z,92500.0,92600.0,92400.0,92500.0,67345
2025-10-13T01:36:00Z,92500.0,92500.0,92300.0,92400.0,162899
2025-10-13T01:37:00Z,92400.0,92600.0,92400.0,92500.0,30338
2025-10-13T01:38:00Z,92500.0,92500.0,92400.0,92450.0,14019
2025-10-13T01:39:00Z,92450.0,92450.0,92200.0,92300.0,110673
2025-10-13T01:40:00Z,92300.0,92400.0,92200.0,92400.0,55528
2025-10-13T01:41:00Z,92350.0,92500.0,92300.0,92400.0,34499
2025-10-13T01:42:00Z,92400.0,92500.0,92400.0,92500.0,19506
2025-10-13T01:43:00Z,92500.0,92500.0,92400.0,92400.0,38004
2025-10-13T01:44:00Z,92500.0,92500.0,92400.0,92500.0,8390
2025-10-13T01:45:00Z,92500.0,92600.0,92400.0,92600.0,111240
2025-10-13T01:46:00Z,92600.0,92600.0,92500.0,92600.0,5861
2025-10-13T01:47:00Z,92600.0,92700.0,92500.0,92700.0,72079
2025-10-13T01:48:00Z,92600.0,92700.0,92600.0,92700.0,20086
2025-10-13T01:49:00Z,92700.0,92700.0,92500.0,92600.0,30192
2025-10-13T01:50:00Z,92600.0,92700.0,92500.0,92550.0,104943
2025-10-13T01:51:00Z,92550.0,92600.0,92500.0,92550.0,19735
2025-10-13T01:52:00Z,92550.0,92600.0,92500.0,92550.0,71053
2025-10-13T01:53:00Z,92550.0,92600.0,92400.0,92450.0,51612
2025-10-13T01:54:00Z,92450.0,92500.0,92400.0,92450.0,37869
2025-10-13T01:55:00Z,92450.0,92600.0,92400.0,92500.0,33262
2025-10-13T01:56:00Z,92550.0,92550.0,92400.0,92500.0,28207
2025-10-13T01:57:00Z,92500.0,92500.0,92400.0,92500.0,7086
2025-10-13T01:58:00Z,92500.0,92500.0,92400.0,92450.0,20491
2025-10-13T01:59:00Z,92450.0,92500.0,92400.0,92500.0,8170
2025-10-13T02:00:00Z,92500.0,92600.0,92400.0,92550.0,67578
2025-10-13T02:01:00Z,92600.0,92600.0,92400.0,92500.0,10639
2025-10-13T02:02:00Z,92400.0,92500.0,92400.0,92450.0,13275
2025-10-13T02:03:00Z,92450.0,92600.0,92400.0,92500.0,36992
2025-10-13T02:04:00Z,92500.0,92500.0,92400.0,92500.0,15086
2025-10-13T02:05:00Z,92500.0,92600.0,92400.0,92500.0,54403
2025-10-13T02:06:00Z,92550.0,92600.0,92500.0,92600.0,21924
2025-10-13T02:07:00Z,92600.0,92600.0,92500.0,92600.0,8650
2025-10-13T02:08:00Z,92500.0,92600.0,92500.0,92500.0,7666
2025-10-13T02:09:00Z,92600.0,92600.0,92500.0,92500.0,14678
2025-10-13T02:10:00Z,92500.0,92600.0,92400.0,92500.0,73313
2025-10-13T02:11:00Z,92500.0,92500.0,92400.0,92500.0,18211
2025-10-13T02:12:00Z,92500.0,92500.0,92400.0,92500.0,11671
2025-10-13T02:13:00Z,92500.0,92500.0,92400.0,92450.0,17172
2025-10-13T02:14:00Z,92450.0,92450.0,92200.0,92250.0,122611
2025-10-13T02:15:00Z,92250.0,92400.0,92200.0,92350.0,31633
2025-10-13T02:16:00Z,92300.0,92400.0,92300.0,92400.0,20987
2025-10-13T02:17:00Z,92400.0,92400.0,92300.0,92400.0,14285
2025-10-13T02:18:00Z,92400.0,92400.0,92300.0,92400.0,6728
2025-10-13T02:19:00Z,92300.0,92400.0,92300.0,92400.0,6385
2025-10-13T02:20:00Z,92350.0,92400.0,92300.0,92350.0,6327
2025-10-13T02:21:00Z,92350.0,92400.0,92300.0,92350.0,11522
2025-10-13T02:22:00Z,92300.0,92350.0,92200.0,92200.0,69370
2025-10-13T02:23:00Z,92200.0,92250.0,92100.0,92200.0,81158
2025-10-13T02:24:00Z,92200.0,92300.0,92100.0,92150.0,76710
2025-10-13T02:25:00Z,92200.0,92200.0,92100.0,92200.0,14112
2025-10-13T02:26:00Z,92200.0,92200.0,92100.0,92100.0,6622
2025-10-13T02:27:00Z,92200.0,92200.0,92100.0,92100.0,13576
2025-10-13T02:28:00Z,92100.0,92200.0,92100.0,92100.0,16553
2025-10-13T02:29:00Z,92200.0,92200.0,92100.0,92200.0,15548
2025-10-13T02:30:00Z,92200.0,92200.0,92100.0,92200.0,45459
2025-10-13T02:31:00Z,92200.0,92200.0,92100.0,92200.0,7798
